Date,Open,High,Low,Close,Volume,Adj Close,Perc Change
2015-02,1996.67004,2119.59009,1980.90002,2104.5,3806470500,2104.5,0.054892511
2015-01,2058.8999,2072.36011,1988.12,1994.98999,4091934500,1994.98999,-0.031040805
2014-12,2065.78003,2093.55005,1972.56006,2058.8999,3788631300,2058.8999,-0.004188589
2014-11,2018.20996,2075.76001,2001.01001,2067.56006,3479201500,2067.56006,0.024533589
2014-10,1971.43994,2018.18994,1820.66003,2018.05005,4260310800,2018.05005,0.023201461
2014-09,2004.06995,2019.26001,1964.04004,1972.29004,3364623800,1972.29004,-0.015513839
2014-08,1929.80005,2005.04004,1904.78003,2003.37,2875718500,2003.37,0.0376553
2014-07,1962.29004,1991.39001,1930.67004,1930.67004,3214440400,1930.67004,-0.015079833
2014-06,1923.87,1968.17004,1915.97998,1960.22998,3158130000,1960.22998,0.01905833
2014-05,1884.39001,1924.03003,1859.79004,1923.56995,3185100900,1923.56995,0.021030283
2014-04,1873.95996,1897.28003,1814.35999,1883.94995,3589287600,1883.94995,0.006200786
2014-03,1857.68005,1883.96997,1834.43994,1872.33997,3579015700,1872.33997,0.006932168
2014-02,1782.68005,1867.92004,1737.92004,1859.44995,3875949400,1859.44995,0.043117027
2014-01,1845.85999,1850.83997,1770.44995,1782.58997,3806266600,1782.58997,-0.035582906
2013-12,1806.55005,1849.43994,1767.98999,1848.35999,3203412300,1848.35999,0.023562794
2013-11,1758.69995,1813.55005,1746.19995,1805.81006,3261324500,1805.81006,0.028049472
2013-10,1682.41003,1775.21997,1646.46997,1756.54004,3498866500,1756.54004,0.044595753
2013-09,1635.94995,1729.85999,1633.41003,1681.55005,3474152000,1681.55005,0.029749524
2013-08,1689.42004,1709.67004,1627.46997,1632.96997,3069868600,1632.96997,-0.03129802
2013-07,1609.78003,1698.78003,1604.56995,1685.72998,3270645900,1685.72998,0.049462079
2013-06,1631.70996,1654.18994,1560.32996,1606.28003,3996199000,1606.28003,-0.014999301
2013-05,1597.55005,1687.18005,1581.28003,1630.73999,3661220400,1630.73999,0.020762809
2013-04,1569.18005,1597.56995,1536.03003,1597.56995,3674685000,1597.56995,0.018085771
2013-03,1514.68005,1570.28003,1501.47998,1569.18994,3591577500,1569.18994,0.035987726
2013-02,1498.10999,1530.93994,1485.01001,1514.68005,3851884200,1514.68005,0.011060643
2013-01,1426.18994,1509.93994,1426.18994,1498.10999,3802304200,1498.10999,0.050428101
2012-12,1416.33997,1448,1398.10999,1426.18994,3479625500,1426.18994,0.007068233
2012-11,1412.19995,1434.27002,1343.34998,1416.18005,3593110000,1416.18005,0.002846717
2012-10,1440.90002,1470.95996,1403.28003,1412.16003,3587115700,1412.16003,-0.01978941
2012-09,1406.54004,1474.51001,1396.56006,1440.67004,3857553100,1440.67004,0.024236148
2012-08,1379.31995,1426.68005,1354.65002,1406.57996,3183567800,1406.57996,0.01976337
2012-07,1362.32996,1391.73999,1325.41003,1379.31995,3663113300,1379.31995,0.01259758
2012-06,1309.87,1363.45996,1266.73999,1362.16003,4103472300,1362.16003,0.039554976
2012-05,1397.85999,1415.31995,1291.97998,1310.32996,4158095900,1310.32996,-0.06265072
2012-04,1408.46997,1422.38,1357.38,1397.91003,3916786000,1397.91003,-0.007497455
2012-03,1365.90002,1419.15002,1340.03003,1408.46997,3980752200,1408.46997,0.031332317
2012-02,1312.44995,1378.04004,1312.44995,1365.68005,4143404000,1365.68005,0.040589464
2012-01,1258.85999,1333.46997,1258.85999,1312.41003,4190155500,1312.41003,0.043583056
2011-12,1246.91003,1269.37,1202.37,1257.59998,3667346600,1257.59998,0.008532768
2011-11,1251,1277.55005,1158.66003,1246.95996,4289379000,1246.95996,-0.005058717
2011-10,1131.20996,1292.66003,1074.77002,1253.30005,4874946600,1253.30005,0.107723043
2011-09,1219.12,1229.29004,1114.21997,1131.42004,5104933800,1131.42004,-0.071761988
2011-08,1292.58997,1307.38,1101.54004,1218.89001,4942913400,1218.89001,-0.056791112
2011-07,1320.64001,1356.47998,1282.85999,1292.28003,4308168000,1292.28003,-0.021474421
2011-06,1345.19995,1345.19995,1258.06995,1320.64001,4105601300,1320.64001,-0.018257464
2011-05,1365.20996,1370.57996,1311.80005,1345.19995,4114534200,1345.19995,-0.013500957
2011-04,1329.47998,1364.56006,1294.69995,1363.60999,4042194000,1363.60999,0.028495381
2011-03,1328.64001,1332.28003,1249.05005,1325.82996,4046691700,1325.82996,-0.001047309
2011-02,1289.14001,1344.06995,1289.14001,1327.21997,3182974200,1327.21997,0.031956559
2011-01,1257.62,1302.67004,1257.62,1286.12,4816605000,1286.12,0.022645582
2010-12,1186.59998,1262.59998,1186.59998,1257.64001,3762922700,1257.64001,0.065300035
2010-11,1185.70996,1227.07996,1173,1180.55005,4354084200,1180.55005,-0.002290249
2010-10,1143.48999,1196.14001,1131.87,1183.26001,4432102300,1183.26001,0.036855995
2010-09,1049.71997,1157.16003,1049.71997,1141.19995,3993981400,1141.19995,0.087551098
2010-08,1107.53003,1129.23999,1039.69995,1049.32996,4080773600,1049.32996,-0.047449184
2010-07,1031.09998,1120.94995,1010.90997,1101.59998,4704026600,1101.59998,0.068777855
2010-06,1087.30005,1131.22998,1028.32996,1030.70996,5235174000,1030.70996,-0.053882439
2010-05,1188.57996,1205.13,1040.78003,1089.41003,6626699400,1089.41003,-0.081975845
2010-04,1171.22998,1219.80005,1170.68994,1186.68994,5847150900,1186.68994,0.014759232
2010-03,1105.35999,1180.68994,1105.35999,1169.43005,4702951700,1169.43005,0.058796422
2010-02,1073.89001,1112.42004,1044.5,1104.48999,4658238400,1104.48999,0.028513684
2010-01,1116.56006,1150.44995,1071.58997,1073.87,5071601500,1073.87,-0.036974245
2009-12,1098.89001,1130.38,1085.89001,1115.09998,4163287200,1115.09998,0.017770579
2009-11,1036.18005,1113.68994,1029.38,1095.63,4443852500,1095.63,0.057364058
2009-10,1054.91003,1101.35999,1019.95001,1036.18994,5451064000,1036.18994,-0.019762006
2009-09,1019.52002,1080.15002,991.96997,1057.07996,5633064200,1057.07996,0.035723345
2009-08,990.21997,1039.46997,978.51001,1020.62,5764944200,1020.62,0.033560194
2009-07,920.82001,996.67999,869.32001,987.47998,5080675400,987.47998,0.074141724
2009-06,923.26001,956.22998,888.85999,919.32001,5330941800,919.32001,0.000195835
2009-05,872.73999,930.16998,866.09998,919.14001,6883268000,919.14001,0.053081438
2009-04,793.59003,888.70001,783.32001,872.81,6938945600,872.81,0.093925076
2009-03,729.57001,832.97998,666.78998,797.87,7633306300,797.87,0.085404464
2009-02,823.09003,875.01001,734.52002,735.09003,7022036200,735.09003,-0.109931189
2009-01,902.98999,943.84998,804.29999,825.88,5872061000,825.88,-0.085657348
2008-12,888.60999,918.84998,815.69,903.25,5320791300,903.25,0.007821577
2008-11,968.66998,1007.51001,741.02002,896.23999,6231635200,896.23999,-0.074849043
2008-10,1164.17004,1167.03003,839.79999,968.75,7226842600,968.75,-0.169424527
2008-09,1287.82996,1303.04004,1106.42004,1166.35999,6902142800,1166.35999,-0.090791433
2008-08,1269.42004,1313.15002,1247.44995,1282.82996,4264482300,1282.82996,0.012190472
2008-07,1276.68994,1292.17004,1200.43994,1267.38,5923937200,1267.38,-0.009859375
2008-06,1399.62,1404.05005,1272,1280,4840303300,1280,-0.085962382
2008-05,1385.96997,1440.23999,1373.06995,1400.38,4039814700,1400.38,0.010674175
2008-04,1326.41003,1404.56995,1324.34998,1385.58997,4113069000,1385.58997,0.047546702
2008-03,1330.44995,1359.68005,1256.97998,1322.69995,4868908000,1322.69995,-0.005959621
2008-02,1378.59998,1396.02002,1316.75,1330.63,4148143000,1330.63,-0.034761197
2008-01,1467.96997,1471.77002,1270.05005,1378.55005,4925982300,1378.55005,-0.061163434
2007-12,1479.63,1523.56995,1435.65002,1468.35999,3363127500,1468.35999,-0.008628502
2007-11,1545.79004,1545.79004,1406.09998,1481.14001,4317578500,1481.14001,-0.044043417
2007-10,1527.29004,1576.08997,1489.56006,1549.38,3477202100,1549.38,0.014822335
2007-09,1473.95996,1538.73999,1439.29004,1526.75,3196581500,1526.75,0.035794008
2007-08,1455.18005,1503.89001,1370.59998,1473.98999,4091885600,1473.98999,0.012863572
2007-07,1504.66003,1555.90002,1454.25,1455.27002,3564854700,1455.27002,-0.031981881
2007-06,1530.62,1540.56006,1484.18005,1503.34998,3261343300,1503.34998,-0.017816323
2007-05,1482.37,1535.56006,1476.69995,1530.62,3104253600,1530.62,0.032549229
2007-04,1420.82996,1498.02002,1416.37,1482.37,3006294500,1482.37,0.04329069
2007-03,1406.80005,1438.89001,1363.97998,1420.85999,3205736800,1420.85999,0.009979984
2007-02,1437.90002,1461.56995,1389.42004,1406.81995,2935275700,1406.81995,-0.021846173
2007-01,1418.03003,1441.60999,1403.96997,1438.23999,2983144500,1438.23999,0.014059042
2006-12,1400.63,1431.81006,1385.93005,1418.30005,2462849000,1418.30005,0.012615787
2006-11,1377.76001,1407.89001,1360.97998,1400.63,2826198000,1400.63,0.016466654
2006-10,1335.81995,1389.44995,1327.09998,1377.93994,2708938600,1377.93994,0.031507999
2006-09,1303.80005,1340.28003,1290.93005,1335.84998,2563743500,1335.84998,0.024566298
2006-08,1278.53003,1306.73999,1261.30005,1303.81995,2280876500,1303.81995,0.021274199
2006-07,1270.06006,1280.42004,1224.54004,1276.66003,2440476000,1276.66003,0.005085876
2006-06,1270.05005,1290.68005,1219.29004,1270.19995,2632855400,1270.19995,8.65923E-05
2006-05,1310.60999,1326.69995,1245.33997,1270.08997,2591135900,1270.08997,-0.030916917
2006-04,1302.88,1318.16003,1280.73999,1310.60999,2406755200,1310.60999,0.012155653
2006-03,1280.66003,1310.88,1268.42004,1294.87,2310510800,1294.87,0.011095818
2006-02,1280.07996,1297.56995,1253.60999,1280.66003,2380568400,1280.66003,0.000453151
2006-01,1248.29004,1294.90002,1245.73999,1280.07996,2595998000,1280.07996,0.025466774
2005-12,1249.47998,1275.80005,1246.58997,1248.29004,2057125200,1248.29004,-0.000952348
2005-11,1207.01001,1270.64001,1201.06995,1249.47998,2260836100,1249.47998,0.035186096
2005-10,1228.81006,1233.33997,1168.19995,1207.01001,2493393300,1207.01001,-0.017740781
2005-09,1220.32996,1243.13,1205.34998,1228.81006,2232144200,1228.81006,0.006949022
2005-08,1234.18005,1245.85999,1201.06995,1220.32996,1930243400,1220.32996,-0.011222098
2005-07,1191.32996,1245.15002,1183.55005,1234.18005,1962713500,1234.18005,0.03596828
2005-06,1191.5,1219.58997,1188.30005,1191.32996,1929251300,1191.32996,-0.000142711
2005-05,1156.84998,1199.56006,1146.18005,1191.5,1960127100,1191.5,0.029952043
2005-04,1180.58997,1191.88,1136.15002,1156.84998,2180315700,1156.84998,-0.020108582
2005-03,1203.59998,1229.10999,1163.68994,1180.58997,1874017200,1180.58997,-0.019117656
2005-02,1181.27002,1212.43994,1180.94995,1203.59998,1636467800,1203.59998,0.018903349
2005-01,1211.92004,1217.80005,1163.75,1181.27002,1658930000,1181.27002,-0.025290464
2004-12,1173.78003,1217.32996,1173.78003,1211.92004,1449518100,1211.92004,0.032458206
2004-11,1130.19995,1188.45996,1127.59998,1173.81995,1524465700,1173.81995,0.038594941
2004-10,1114.57996,1142.05005,1090.29004,1130.19995,1571990400,1130.19995,0.014014239
2004-09,1104.23999,1131.54004,1099.18005,1114.57996,1360850900,1114.57996,0.009363879
2004-08,1101.71997,1109.68005,1060.71997,1104.23999,1260227200,1104.23999,0.002287351
2004-07,1140.83997,1140.83997,1078.78003,1101.71997,1456371400,1101.71997,-0.034290524
2004-06,1120.68005,1146.33997,1113.31995,1140.83997,1381109500,1140.83997,0.017989006
2004-05,1107.30005,1127.73999,1076.31995,1120.68005,1524950000,1120.68005,0.012083446
2004-04,1126.20996,1150.56995,1107.22998,1107.30005,1583171400,1107.30005,-0.01679075
2004-03,1144.93994,1163.22998,1087.16003,1126.20996,1528634700,1126.20996,-0.016358919
2004-02,1131.13,1158.97998,1124.43994,1144.93994,1554000000,1144.93994,0.012208977
2004-01,1111.92004,1155.38,1105.07996,1131.13,1722750000,1131.13,0.017276386
2003-12,1058.19995,1112.56006,1053.41003,1111.92004,1312119500,1111.92004,0.050765538
2003-11,1050.70996,1063.65002,1031.19995,1058.19995,1313181000,1058.19995,0.007128504
2003-10,995.96997,1053.79004,995.96997,1050.70996,1469452100,1050.70996,0.054961486
2003-09,1008.01001,1040.29004,990.35999,995.96997,1501457600,995.96997,-0.011944366
2003-08,990.31,1011.01001,960.84003,1008.01001,1229836600,1008.01001,0.017873201
2003-07,974.5,1015.40997,962.09998,990.31,1507327200,990.31,0.016223704
2003-06,963.59003,1015.33002,963.59003,974.5,1562219000,974.5,0.011322211
2003-05,916.91998,965.38,902.83002,963.59003,1554328500,963.59003,0.050898716
2003-04,848.17999,924.23999,847.84998,916.91998,1498005700,916.91998,0.081044107
2003-03,841.15002,895.90002,788.90002,848.17999,1503596600,848.17999,0.00835757
2003-02,855.70001,864.64001,806.28998,841.15002,1400452600,841.15002,-0.017003611
2003-01,879.82001,935.04999,840.34003,855.70001,1539433800,855.70001,-0.027414698
2002-12,936.31,954.28003,869.45001,879.82001,1289625700,879.82001,-0.060332571
2002-11,885.76001,941.82001,872.04999,936.31,1492221000,936.31,0.057069623
2002-10,815.28003,907.44,768.63,885.76001,1717287300,885.76001,0.0864488
2002-09,916.07001,924.02002,800.20001,815.28003,1472279000,815.28003,-0.11002432
2002-08,911.62,965,833.44,916.07001,1374013600,916.07001,0.004881431
2002-07,989.82001,994.46002,775.67999,911.62,2012640000,911.62,-0.079004273
2002-06,1067.14001,1070.73999,952.91998,989.82001,1604925500,989.82001,-0.072455347
2002-05,1076.92004,1106.58997,1048.95996,1067.14001,1281036300,1067.14001,-0.009081482
2002-04,1147.39001,1147.83997,1063.45996,1076.92004,1372613600,1076.92004,-0.061417626
2002-03,1106.72998,1173.93994,1106.72998,1147.39001,1385540000,1147.39001,0.036738889
2002-02,1130.19995,1130.19995,1074.35999,1106.72998,1444200000,1106.72998,-0.02076621
2002-01,1148.07996,1176.96997,1081.66003,1130.19995,1490628500,1130.19995,-0.015573837
2001-12,1139.44995,1173.62,1114.53003,1148.07996,1303608500,1148.07996,0.007573839
2001-11,1059.78003,1163.38,1054.31006,1139.44995,1317790400,1139.44995,0.075175902
2001-10,1040.93994,1110.60999,1026.76001,1059.78003,1361033900,1059.78003,0.018099113
2001-09,1133.57996,1155.40002,944.75,1040.93994,1777119300,1040.93994,-0.08172341
2001-08,1211.22998,1226.27002,1124.87,1133.57996,1055621700,1133.57996,-0.064108403
2001-07,1224.42004,1239.78003,1165.54004,1211.22998,1186805200,1211.22998,-0.010740146
2001-06,1255.81995,1286.62,1203.03003,1224.38,1265732800,1224.38,-0.025035396
2001-05,1249.45996,1315.93005,1232,1255.81995,1170568100,1255.81995,0.005090191
2001-04,1160.32996,1269.30005,1091.98999,1249.45996,1333839500,1249.45996,0.076814357
2001-03,1239.93994,1267.42004,1081.18994,1160.32996,1322155000,1160.32996,-0.064204707
2001-02,1366.01001,1376.38,1215.43994,1239.93994,1203668400,1239.93994,-0.092290737
2001-01,1320.28003,1383.37,1274.62,1366.01001,1386909500,1366.01001,0.034636576
2000-12,1314.94995,1389.05005,1254.06995,1320.28003,1232315000,1320.28003,0.004053447
2000-11,1429.40002,1438.45996,1294.90002,1314.94995,1034230000,1314.94995,-0.080068608
2000-10,1436.52002,1454.81995,1305.79004,1429.40002,1241718100,1429.40002,-0.004949489
2000-09,1517.68005,1530.08997,1419.43994,1436.51001,1101770000,1436.51001,-0.053482972
2000-08,1430.82996,1525.20996,1425.43005,1517.68005,931317300,1517.68005,0.060699099
2000-07,1454.59998,1517.31995,1413.89001,1430.82996,1002085000,1430.82996,-0.016341276
2000-06,1420.59998,1488.93005,1420.59998,1454.59998,1054454500,1454.59998,0.02393355
2000-05,1452.43005,1481.51001,1361.08997,1420.59998,948127200,1420.59998,-0.021915045
2000-04,1498.57996,1527.18994,1339.40002,1452.43005,1110055700,1452.43005,-0.030795761
2000-03,1366.42004,1552.87,1346.62,1498.57996,1190591300,1498.57996,0.096719834
2000-02,1394.45996,1444.55005,1325.06995,1366.42004,1105815000,1366.42004,-0.020108085
2000-01,1469.25,1478,1350.14001,1394.45996,1124410000,1394.45996,-0.050903549
1999-12,1388.91003,1473.09998,1387.38,1469.25,909760900,1469.25,0.057843898
1999-11,1362.93005,1425.31006,1346.41003,1388.91003,920777100,1388.91003,0.019061859
1999-10,1282.70996,1373.17004,1233.69995,1362.93005,950119000,1362.93005,0.062539539
1999-09,1320.41003,1361.39001,1256.26001,1282.70996,831252300,1282.70996,-0.02855179
1999-08,1328.71997,1382.83997,1267.72998,1320.41003,758193100,1320.41003,-0.006254094
1999-07,1372.70996,1420.32996,1328.48999,1328.71997,765225200,1328.71997,-0.032046092
1999-06,1301.83997,1372.93005,1277.46997,1372.70996,781644000,1372.70996,0.054438327
1999-05,1335.18005,1375.97998,1277.31006,1301.83997,826511000,1301.83997,-0.024970475
1999-04,1286.37,1371.56006,1282.56006,1335.18005,926652300,1335.18005,0.037944021
1999-03,1238.32996,1323.81995,1216.03003,1286.37,822904300,1286.37,0.038794216
1999-02,1279.64001,1283.83997,1211.89001,1238.32996,807392600,1238.32996,-0.032282556
1999-01,1229.22998,1280.37,1205.45996,1279.64001,901605200,1279.64001,0.041009437
1998-12,1163.63,1244.93005,1136.89001,1229.22998,722756800,1229.22998,0.056375291
1998-11,1098.67004,1192.96997,1098.67004,1163.63,706959000,1163.63,0.059125996
1998-10,1017.01001,1103.78003,923.32001,1098.67004,853938600,1098.67004,0.080294224
1998-09,957.28003,1066.10999,939.97998,1017.01001,834008500,1017.01001,0.062395515
1998-08,1120.67004,1121.79004,957.28003,957.28003,761383300,957.28003,-0.145796715
1998-07,1133.83997,1190.57996,1114.30005,1120.67004,674577700,1120.67004,-0.011615334
1998-06,1090.81995,1145.15002,1074.67004,1133.83997,650416800,1133.83997,0.039438241
1998-05,1111.75,1130.52002,1074.39001,1090.81995,601696000,1090.81995,-0.01882622
1998-04,1101.75,1132.97998,1076.69995,1111.75,683412300,1111.75,0.009076469
1998-03,1049.33997,1113.06995,1030.87,1101.75,654296300,1101.75,0.04994571
1998-02,980.28003,1051.66003,980.28003,1049.33997,643738400,1049.33997,0.070449196
1998-01,970.42999,992.65002,912.83002,980.28003,667360500,980.28003,0.010150181
1997-12,955.40002,986.25,924.91998,970.42999,564825400,970.42999,0.015731599
1997-11,914.62,964.54999,900.60999,955.40002,545404700,955.40002,0.044586845
1997-10,947.28003,983.12,855.27002,914.62,637188200,914.62,-0.034477693
1997-09,899.46997,960.59003,899.46997,947.28003,570023800,947.28003,0.053153592
1997-08,954.28998,964.16998,893.34003,899.46997,524762300,899.46997,-0.057465635
1997-07,885.14001,957.72998,884.53998,954.31,568452200,954.31,0.078145818
1997-06,848.28003,902.09003,838.82001,885.14001,543785200,885.14001,0.043452608
1997-05,801.34003,851.87,793.21002,848.28003,506850000,848.28003,0.058576882
1997-04,757.12,804.13,733.53998,801.34003,500497700,801.34003,0.058405576
1997-03,790.82001,814.90002,756.13,757.12,533832000,757.12,-0.042614008
1997-02,786.15997,817.67999,773.42999,790.82001,538116300,790.82001,0.005927598
1997-01,740.73999,794.66998,729.54999,786.15997,555199000,786.15997,0.061317035
1996-12,757.02002,761.75,716.69,740.73999,451853800,740.73999,-0.021505415
1996-11,705.27002,762.12,701.29999,757.02002,438942000,757.02002,0.073376152
1996-10,687.31,714.09998,684.44,705.27002,442891700,705.27002,0.026100999
1996-09,651.98999,690.88,643.96997,687.33002,422632000,687.33002,0.054203332
1996-08,639.95001,670.67999,639.48999,651.98999,347213600,651.98999,0.018813938
1996-07,670.63,675.88,605.88,639.95001,420610000,639.95001,-0.045748013
1996-06,669.12,680.32001,658.75,670.63,420065000,670.63,0.002256695
1996-05,654.16998,681.09998,630.07001,669.12,421495000,669.12,0.022853418
1996-04,645.5,656.67999,624.14001,654.16998,441379500,654.16998,0.013431
